Filename,Pin,Direction,Max_rise_time,Max_fall_time,Worst_transition,Limit,Slack
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_392/A, in, 1.188677, 1.181356, 1.188677, 0.200000,0.98868
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445105/A, in, 1.188655, 1.181360, 1.188655, 0.200000,0.98866
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln2_rxdiv_i/pll_clk_ATibuf_i101/A, in, 1.114820, 1.115626, 1.115626, 0.200000,0.91563
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_389/A, in, 0.913842, 0.873395, 0.913842, 0.200000,0.71384
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode458722/A, in, 0.913842, 0.873395, 0.913842, 0.200000,0.71384
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_387/A, in, 0.869012, 0.845397, 0.869012, 0.200000,0.66901
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445108/A, in, 0.869010, 0.845394, 0.869010, 0.200000,0.66901
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_383/A, in, 0.845191, 0.839238, 0.845191, 0.200000,0.64519
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445107/A, in, 0.845188, 0.839234, 0.845188, 0.200000,0.64519
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode443931/A, in, 0.779463, 0.740133, 0.779463, 0.200000,0.57946
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_394/A, in, 0.779453, 0.740136, 0.779453, 0.200000,0.57945
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_388/A, in, 0.738802, 0.715543, 0.738802, 0.200000,0.5388
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445110/A, in, 0.738804, 0.715537, 0.738804, 0.200000,0.5388
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln3_rx_i/pll_clk_ATibuf_i101/A, in, 0.680815, 0.682929, 0.682929, 0.200000,0.48293
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445111/A, in, 0.675631, 0.667928, 0.675631, 0.200000,0.47563
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_393/A, in, 0.675633, 0.667928, 0.675633, 0.200000,0.47563
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_384/A, in, 0.664985, 0.648619, 0.664985, 0.200000,0.46499
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode457333/A, in, 0.664977, 0.648621, 0.664977, 0.200000,0.46498
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_390/A, in, 0.646255, 0.628965, 0.646255, 0.200000,0.44626
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445106/A, in, 0.646236, 0.628952, 0.646236, 0.200000,0.44624
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_23/A, in, 0.618478, 0.619832, 0.619832, 0.200000,0.41983
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_crm_lifc_u0/U11/A0, in, 0.556197, 0.553040, 0.556197, 0.200000,0.3562
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_crm_lifc_u0/npe_synchronizer_u3/SDFFYRPQ2D_INST_3__SDFFYRPQ2D/D, in, 0.556085, 0.552964, 0.556085, 0.200000,0.35609
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_19/A, in, 0.526802, 0.524124, 0.526802, 0.200000,0.3268
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_22/A, in, 0.503794, 0.510232, 0.510232, 0.200000,0.31023
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_pll2ref_i/pll_clk_ATibuf_i101/A, in, 0.469155, 0.467204, 0.469155, 0.200000,0.26915
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pcs_lane1_wrapper/u_pcs_pcie_core/i_pcs_pcie_lane_control0/RO_ropt_mt_inst_447082/A, in, 0.438289, 0.436785, 0.438289, 0.200000,0.23829
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_cfg_lifc_u0/U846/B, in, 0.340395, 0.342376, 0.342376, 0.200000,0.14238
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_cfg_lifc_u0/U845/B, in, 0.330826, 0.333042, 0.333042, 0.200000,0.13304
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/RO_ropt_mt_inst_457335/A, in, 0.328324, 0.329594, 0.329594, 0.200000,0.12959
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_88_/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_83_/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_84_/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_86_/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_87_/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_82_/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch88_reg/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch86_reg/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_85_/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch89_reg/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch87_reg/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch84_reg/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch85_reg/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch83_reg/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_89_/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381251/A, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381254/A, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381265/Y, out, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch82_reg/SI, in, 0.272373, 0.177838, 0.272373, 0.200000,0.072373
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/U_mem_intf/u_replay_buffer/ues_gmem_1r1w_1clk/mem_wrapper_gmem/pmem0_y0_x0/t_bypass, in, 0.264634, 0.106386, 0.264634, 0.200000,0.064634
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_cfg_lifc_u0/npe_clk_mux2_u1/clkmux2to1_scan/B, in, 0.258725, 0.259824, 0.259824, 0.200000,0.059824
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381235/A, in, 0.258621, 0.199837, 0.258621, 0.200000,0.058621
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381234/A, in, 0.258621, 0.199837, 0.258621, 0.200000,0.058621
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381237/A, in, 0.258621, 0.199837, 0.258621, 0.200000,0.058621
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381236/A, in, 0.258621, 0.199837, 0.258621, 0.200000,0.058621
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381251/Y, out, 0.258621, 0.199837, 0.258621, 0.200000,0.058621
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381216/A, in, 0.258621, 0.199837, 0.258621, 0.200000,0.058621
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381224/A, in, 0.258621, 0.199837, 0.258621, 0.200000,0.058621
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/pmem_dmem_wrapper_u0/genvar_data_mem_1__serdes_s4_dmem_ecc_ram_1r1w_4608x8_wrapper_u0/ues_gmem_1r1w_1clk/mem_wrapper_gmem/pmem0_y0_x0/t_bypass, in, 0.251450, 0.095106, 0.251450, 0.200000,0.05145
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/pmem_dmem_wrapper_u0/genvar_data_mem_3__serdes_s4_dmem_ecc_ram_1r1w_4608x8_wrapper_u0/ues_gmem_1r1w_1clk/mem_wrapper_gmem/pmem0_y0_x0/t_bypass, in, 0.251401, 0.097532, 0.251401, 0.200000,0.051401
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/pmem_dmem_wrapper_u0/genvar_data_mem_0__serdes_s4_dmem_ecc_ram_1r1w_4608x8_wrapper_u0/ues_gmem_1r1w_1clk/mem_wrapper_gmem/pmem0_y0_x0/t_bypass, in, 0.250851, 0.100643, 0.250851, 0.200000,0.050851
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/U_mem_intf/u_pnp_fifo/ues_gmem_1r1w_1clk/mem_wrapper_gmem/pmem0_y0_x0/t_bypass, in, 0.249381, 0.099926, 0.249381, 0.200000,0.049381
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/pmem_dmem_wrapper_u0/genvar_data_mem_2__serdes_s4_dmem_ecc_ram_1r1w_4608x8_wrapper_u0/ues_gmem_1r1w_1clk/mem_wrapper_gmem/pmem0_y0_x0/t_bypass, in, 0.241722, 0.093574, 0.241722, 0.200000,0.041722
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381252/Y, out, 0.239136, 0.156279, 0.239136, 0.200000,0.039136
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381247/A, in, 0.239136, 0.156279, 0.239136, 0.200000,0.039136
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/mem2apb_u0/PO_BINV_R_374026/Y, out, 0.237962, 0.142293, 0.237962, 0.200000,0.037962
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/mem2apb_u0/PO_BINV_R_374025/A, in, 0.237945, 0.142707, 0.237945, 0.200000,0.037945
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_dmux_txa/U81/A0, in, 0.231777, 0.162471, 0.231777, 0.200000,0.031777
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_dmux_txa/U66/A0, in, 0.231696, 0.162463, 0.231696, 0.200000,0.031696
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/RO_ropt_d_inst_322352/Y, out, 0.230338, 0.165697, 0.230338, 0.200000,0.030338
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_dmux_txa/U121/A0, in, 0.229013, 0.162161, 0.229013, 0.200000,0.029013
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/RO_ropt_d_inst_322391/Y, out, 0.224434, 0.158338, 0.224434, 0.200000,0.024434
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_cfg_lifc_u0/npe_clk_mux2_u0/clkmux2to1_scan/B, in, 0.223480, 0.223170, 0.223480, 0.200000,0.02348
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_dmux_txa/U96/A0, in, 0.222595, 0.161356, 0.222595, 0.200000,0.022595
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/Upteco_drc__December09__PTECO_DRC_BUF59/A, in, 0.220879, 0.196132, 0.220879, 0.200000,0.020879
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU3_0__pulse_sampling_u3/PO_SGI20_384012/Y, out, 0.220402, 0.219101, 0.220402, 0.200000,0.020402
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU3_0__pulse_sampling_u3/PO_SGI23_384014/A, in, 0.220276, 0.219458, 0.220276, 0.200000,0.020276
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_dmux_txa/U61/A0, in, 0.219740, 0.160341, 0.219740, 0.200000,0.01974
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_dmux_txa/U131/A0, in, 0.219316, 0.160686, 0.219316, 0.200000,0.019316
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_dmux_txa/U76/A0, in, 0.217813, 0.160131, 0.217813, 0.200000,0.017813
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU0_14__pulse_sampling_u0/PO_SGI70_384138/Y, out, 0.217411, 0.204848, 0.217411, 0.200000,0.017411
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU0_14__pulse_sampling_u0/PO_SGI76_384140/A, in, 0.217382, 0.204949, 0.217382, 0.200000,0.017382
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln0_rxdiv_i/pll_clk_ATibuf_i101/A, in, 0.213562, 0.209131, 0.213562, 0.200000,0.013562
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_cfg_lifc_u0/PO_AINV_P_80439/Y, out, 0.207711, 0.178122, 0.207711, 0.200000,0.007711
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_76_/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_75_/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch78_reg/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_74_/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_78_/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381224/Y, out, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_80_/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
